Orario,Canale Ch 1,Canale Ch 11
(s),(V),(V)

0.88499998,0.11904760,0.48534800
0.88999998,0.11843710,0.48534800
0.89499998,0.11904760,0.48229550
0.89999998,0.11965810,0.48534800
0.90499998,0.11965810,0.49206350
0.90999998,0.12148960,0.49206350
0.91499998,0.12148960,0.48717950
0.91999998,0.12148960,0.48962150
0.92499998,0.12210010,0.49206350
0.92999998,0.12271060,0.49206350
0.93499998,0.12271060,0.48962150
0.93999998,0.12271060,0.48962150
0.94499998,0.12332110,0.49206350
0.94999998,0.12332110,0.49023200
0.95499998,0.12332110,0.48840050
0.95999998,0.12332110,0.48901100
0.96499998,0.12393160,0.48779000
0.96999998,0.12393160,0.49145300
0.97499998,0.12454210,0.48840050
0.97999998,0.12515260,0.48901100
0.98499998,0.12454210,0.48901100
0.98999998,0.12515260,0.48901100
0.99499998,0.12515260,0.48656900
0.99999998,0.12576310,0.48595850
1.00499998,0.12576310,0.48901100
1.00999998,0.12576310,0.48901100
1.01499998,0.12637360,0.48779000
1.01999998,0.12698410,0.48901100
1.02499998,0.12698410,0.49023200
1.02999998,0.12698410,0.49023200
1.03499998,0.12698410,0.48717950
1.03999998,0.12759460,0.48779000
1.04499998,0.12759460,0.49023200
1.04999998,0.12820510,0.48840050
1.05499998,0.12820510,0.48656900
1.05999998,0.12881560,0.48717950
1.06499998,0.12881560,0.48840050
1.06999998,0.12881560,0.48901100
1.07499998,0.13003660,0.48717950
1.07999998,0.13003660,0.48717950
1.08499998,0.12942610,0.48901100
1.08999998,0.13003660,0.48717950
1.09499998,0.13064710,0.48595850
1.09999998,0.13003660,0.47985350
1.10499998,0.13003660,0.48229550
1.10999998,0.13064710,0.48779000
1.11499998,0.13125760,0.48595850
1.11999997,0.13247860,0.48473750
1.12499997,0.13247860,0.48962150
1.12999997,0.13308910,0.48901100
1.13499997,0.13247860,0.48229550
1.13999997,0.13308910,0.48779000
1.14499997,0.13308910,0.49023200
1.14999997,0.13308910,0.48779000
1.15499997,0.13369960,0.48717950
1.15999997,0.13431010,0.48779000
1.16499997,0.13492060,0.49023200
1.16999997,0.13492060,0.48962150
1.17499997,0.13492060,0.48717950
1.17999997,0.13553110,0.48840050
1.18499997,0.13492060,0.49084250
1.18999997,0.13553110,0.49023200
1.19499997,0.13553110,0.48840050
1.19999997,0.13614160,0.48534800
1.20499997,0.13614160,0.49084250
1.20999997,0.13675210,0.48962150
1.21499997,0.13675210,0.48717950
1.21999997,0.13675210,0.48840050
1.22499997,0.13736260,0.49023200
1.22999997,0.13736260,0.48901100
1.23499997,0.13797310,0.48595850
1.23999997,0.13858360,0.48962150
1.24499997,0.13858360,0.49145300
1.24999997,0.13858360,0.48595850
